Business_name,latitude,longitude,category,lifeline_num,lifeline_name,Source
"Jia Wang, MD",29.725601,-95.3793348,c_and_mh,3,Health and medical,Yelp
John C Bartley Psychotherapy,29.8114064,-95.4241231,c_and_mh,3,Health and medical,Yelp
Houston Family Therapy Associates,29.728202,-95.383294,c_and_mh,3,Health and medical,Yelp
Leanne Peterson,29.735741,-95.390689,c_and_mh,3,Health and medical,Yelp
Craig Ellis,29.747132,-95.39736,c_and_mh,3,Health and medical,Yelp
"Brandon Wheeler, MA LMFT - Wheelhouse Counseling",29.7345274,-95.4280266,c_and_mh,3,Health and medical,Yelp
The Center for Marriage & Family Relationships,29.717071,-95.4593413,c_and_mh,3,Health and medical,Yelp
Christ-Rice Counseling & Consulting,29.72486,-95.41798,c_and_mh,3,Health and medical,Yelp
The Lovett Center,29.7438297,-95.390007,c_and_mh,3,Health and medical,Yelp
Art of Living,29.808462,-95.457882,c_and_mh,3,Health and medical,Yelp
Mental Health Coop,29.7377239,-95.3857339,c_and_mh,3,Health and medical,Yelp
Oasis Therapy,29.73351,-95.39295,c_and_mh,3,Health and medical,Yelp
Right Relationship Counseling,29.754993,-95.450421,c_and_mh,3,Health and medical,Yelp
Houston Adult Psychiatry,29.81214997,-95.43871958,c_and_mh,3,Health and medical,Yelp
Stern Rae Louise Csw-Acp,29.722005,-95.418042,c_and_mh,3,Health and medical,Yelp
Van Tran Family Practice,29.8107076,-95.4341339,c_and_mh,3,Health and medical,Yelp
Center For Success and Independence,29.841409,-95.438726,c_and_mh,3,Health and medical,Yelp
At Your Side Home Care,29.7415303,-95.48327,homehealthcare,3,Health and medical,Yelp
Home Care Assistance,29.93933861,-95.39907959,homehealthcare,3,Health and medical,Yelp
Transition Home Healthcare,29.66421,-95.43765,homehealthcare,3,Health and medical,Yelp
Senior Helpers,29.81995944,-95.46271828,homehealthcare,3,Health and medical,Yelp
Post-Health Home Care,29.79882269,-95.41462462,homehealthcare,3,Health and medical,Yelp
Nurses At Heart Home Healthcare Services,29.75322,-95.40258,homehealthcare,3,Health and medical,Yelp
Life Skills Therapy,29.7371744,-95.43962181,homehealthcare,3,Health and medical,Yelp
Sheila's Angels In Home Care,29.547461,-95.09958038,homehealthcare,3,Health and medical,Yelp
Patient Caregivers LLC,29.72509499,-95.444381,homehealthcare,3,Health and medical,Yelp
Friendly Faces Senior Care,29.746262,-95.461853,homehealthcare,3,Health and medical,Yelp
Advantage Homecare,29.750852,-95.502177,homehealthcare,3,Health and medical,Yelp
Aamani Health & Community Services,29.716353,-95.548001,homehealthcare,3,Health and medical,Yelp
Nesta's DollHouse Recovery Home,29.67454,-95.47735,homehealthcare,3,Health and medical,Yelp
Caring Star Medical Services,29.9424419,-95.3937097,homehealthcare,3,Health and medical,Yelp
Encore Caregivers,29.78299,-95.4766099,homehealthcare,3,Health and medical,Yelp
Caring Senior Service of Houston,30.03355,-95.43089,homehealthcare,3,Health and medical,Yelp
Visiting Angels,29.994526,-95.488766,homehealthcare,3,Health and medical,Yelp
Temporary Home Care,29.63792,-95.581715,homehealthcare,3,Health and medical,Yelp
Apria Healthcare,29.66701,-95.41387,homehealthcare,3,Health and medical,Yelp
Ambassadors Caregivers,29.72155,-95.37837,homehealthcare,3,Health and medical,Yelp
Home Care Assistance,29.93933861,-95.39907959,homehealthcare,3,Health and medical,Yelp
Transition Home Healthcare,29.66421,-95.43765,homehealthcare,3,Health and medical,Yelp
Senior Helpers,29.81995944,-95.46271828,homehealthcare,3,Health and medical,Yelp
Post-Health Home Care,29.79882269,-95.41462462,homehealthcare,3,Health and medical,Yelp
Nurses At Heart Home Healthcare Services,29.75322,-95.40258,homehealthcare,3,Health and medical,Yelp
Life Skills Therapy,29.7371744,-95.43962181,homehealthcare,3,Health and medical,Yelp
Sheila's Angels In Home Care,29.547461,-95.09958038,homehealthcare,3,Health and medical,Yelp
Patient Caregivers LLC,29.72509499,-95.444381,homehealthcare,3,Health and medical,Yelp
Friendly Faces Senior Care,29.746262,-95.461853,homehealthcare,3,Health and medical,Yelp
Advantage Homecare,29.750852,-95.502177,homehealthcare,3,Health and medical,Yelp
Aamani Health & Community Services,29.716353,-95.548001,homehealthcare,3,Health and medical,Yelp
Nesta's DollHouse Recovery Home,29.67454,-95.47735,homehealthcare,3,Health and medical,Yelp
Caring Star Medical Services,29.9424419,-95.3937097,homehealthcare,3,Health and medical,Yelp
Encore Caregivers,29.78299,-95.4766099,homehealthcare,3,Health and medical,Yelp
Caring Senior Service of Houston,30.03355,-95.43089,homehealthcare,3,Health and medical,Yelp
Visiting Angels,29.994526,-95.488766,homehealthcare,3,Health and medical,Yelp
Temporary Home Care,29.63792,-95.581715,homehealthcare,3,Health and medical,Yelp
Apria Healthcare,29.66701,-95.41387,homehealthcare,3,Health and medical,Yelp
Ambassadors Caregivers,29.72155,-95.37837,homehealthcare,3,Health and medical,Yelp
SYNERGY HomeCare,29.98537,-95.49267,homehealthcare,3,Health and medical,Yelp
Transition Home Healthcare,29.66421,-95.43765,homehealthcare,3,Health and medical,Yelp
Senior Helpers,29.81995944,-95.46271828,homehealthcare,3,Health and medical,Yelp
Post-Health Home Care,29.79882269,-95.41462462,homehealthcare,3,Health and medical,Yelp
Nurses At Heart Home Healthcare Services,29.75322,-95.40258,homehealthcare,3,Health and medical,Yelp
Life Skills Therapy,29.7371744,-95.43962181,homehealthcare,3,Health and medical,Yelp
Sheila's Angels In Home Care,29.547461,-95.09958038,homehealthcare,3,Health and medical,Yelp
Patient Caregivers LLC,29.72509499,-95.444381,homehealthcare,3,Health and medical,Yelp
Friendly Faces Senior Care,29.746262,-95.461853,homehealthcare,3,Health and medical,Yelp
Advantage Homecare,29.750852,-95.502177,homehealthcare,3,Health and medical,Yelp
Aamani Health & Community Services,29.716353,-95.548001,homehealthcare,3,Health and medical,Yelp
Nesta's DollHouse Recovery Home,29.67454,-95.47735,homehealthcare,3,Health and medical,Yelp
Caring Star Medical Services,29.9424419,-95.3937097,homehealthcare,3,Health and medical,Yelp
Encore Caregivers,29.78299,-95.4766099,homehealthcare,3,Health and medical,Yelp
Caring Senior Service of Houston,30.03355,-95.43089,homehealthcare,3,Health and medical,Yelp
Visiting Angels,29.994526,-95.488766,homehealthcare,3,Health and medical,Yelp
Temporary Home Care,29.63792,-95.581715,homehealthcare,3,Health and medical,Yelp
Apria Healthcare,29.66701,-95.41387,homehealthcare,3,Health and medical,Yelp
Ambassadors Caregivers,29.72155,-95.37837,homehealthcare,3,Health and medical,Yelp
SYNERGY HomeCare,29.98537,-95.49267,homehealthcare,3,Health and medical,Yelp
Luna On-Demand Physical Therapy,29.76491928,-95.36430359,homehealthcare,3,Health and medical,Yelp
Senior Helpers,29.81995944,-95.46271828,homehealthcare,3,Health and medical,Yelp
Post-Health Home Care,29.79882269,-95.41462462,homehealthcare,3,Health and medical,Yelp
Nurses At Heart Home Healthcare Services,29.75322,-95.40258,homehealthcare,3,Health and medical,Yelp
Life Skills Therapy,29.7371744,-95.43962181,homehealthcare,3,Health and medical,Yelp
Sheila's Angels In Home Care,29.547461,-95.09958038,homehealthcare,3,Health and medical,Yelp
Patient Caregivers LLC,29.72509499,-95.444381,homehealthcare,3,Health and medical,Yelp
Friendly Faces Senior Care,29.746262,-95.461853,homehealthcare,3,Health and medical,Yelp
Advantage Homecare,29.750852,-95.502177,homehealthcare,3,Health and medical,Yelp
Aamani Health & Community Services,29.716353,-95.548001,homehealthcare,3,Health and medical,Yelp
Nesta's DollHouse Recovery Home,29.67454,-95.47735,homehealthcare,3,Health and medical,Yelp
Caring Star Medical Services,29.9424419,-95.3937097,homehealthcare,3,Health and medical,Yelp
Encore Caregivers,29.78299,-95.4766099,homehealthcare,3,Health and medical,Yelp
Caring Senior Service of Houston,30.03355,-95.43089,homehealthcare,3,Health and medical,Yelp
Visiting Angels,29.994526,-95.488766,homehealthcare,3,Health and medical,Yelp
Temporary Home Care,29.63792,-95.581715,homehealthcare,3,Health and medical,Yelp
Apria Healthcare,29.66701,-95.41387,homehealthcare,3,Health and medical,Yelp
Ambassadors Caregivers,29.72155,-95.37837,homehealthcare,3,Health and medical,Yelp
SYNERGY HomeCare,29.98537,-95.49267,homehealthcare,3,Health and medical,Yelp
Luna On-Demand Physical Therapy,29.76491928,-95.36430359,homehealthcare,3,Health and medical,Yelp
Homewatch CareGivers of Houston Galleria,29.74825,-95.48335,homehealthcare,3,Health and medical,Yelp
Costco,29.7329049,-95.4387198,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Medical Center Shell,29.706535,-95.412963,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Mobil,29.7623187,-95.467041,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.77353477,-95.39037323,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Houston Biodiesel,29.80334683,-95.41944075,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Roberts Mobil Car Care Center,29.74201,-95.44197,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.79016201,-95.41019667,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell Service Stations,29.73476,-95.3904699,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.82865,-95.43248,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Varcados Shell,29.77370644,-95.45702362,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.6953222,-95.4154652,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Chevron,29.77639495,-95.42762347,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.72986412,-95.41809845,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Weslayan Exxon,29.7280998,-95.4418488,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.7659586,-95.4095918,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Gulf,29.80635061,-95.42946872,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.82907989,-95.42991585,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.73901,-95.3916,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Valero,29.74493,-95.39167,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.77585,-95.39474,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Medical Center Shell,29.706535,-95.412963,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Mobil,29.7623187,-95.467041,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.77353477,-95.39037323,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Houston Biodiesel,29.80334683,-95.41944075,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Roberts Mobil Car Care Center,29.74201,-95.44197,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.79016201,-95.41019667,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell Service Stations,29.73476,-95.3904699,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.82865,-95.43248,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Varcados Shell,29.77370644,-95.45702362,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.6953222,-95.4154652,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Chevron,29.77639495,-95.42762347,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.72986412,-95.41809845,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Weslayan Exxon,29.7280998,-95.4418488,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.7659586,-95.4095918,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Gulf,29.80635061,-95.42946872,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.82907989,-95.42991585,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.73901,-95.3916,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Valero,29.74493,-95.39167,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.77585,-95.39474,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Murphy Express,29.81148194,-95.42870087,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Mobil,29.7623187,-95.467041,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.77353477,-95.39037323,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Houston Biodiesel,29.80334683,-95.41944075,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Roberts Mobil Car Care Center,29.74201,-95.44197,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.79016201,-95.41019667,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell Service Stations,29.73476,-95.3904699,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.82865,-95.43248,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Varcados Shell,29.77370644,-95.45702362,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.6953222,-95.4154652,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Chevron,29.77639495,-95.42762347,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.72986412,-95.41809845,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Weslayan Exxon,29.7280998,-95.4418488,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.7659586,-95.4095918,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Gulf,29.80635061,-95.42946872,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.82907989,-95.42991585,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.73901,-95.3916,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Valero,29.74493,-95.39167,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.77585,-95.39474,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Murphy Express,29.81148194,-95.42870087,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.858686,-95.40277,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.77353477,-95.39037323,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Houston Biodiesel,29.80334683,-95.41944075,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Roberts Mobil Car Care Center,29.74201,-95.44197,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.79016201,-95.41019667,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell Service Stations,29.73476,-95.3904699,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger,29.82865,-95.43248,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Varcados Shell,29.77370644,-95.45702362,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.6953222,-95.4154652,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Chevron,29.77639495,-95.42762347,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.72986412,-95.41809845,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Weslayan Exxon,29.7280998,-95.4418488,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.7659586,-95.4095918,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Gulf,29.80635061,-95.42946872,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Kroger Fuel Center,29.82907989,-95.42991585,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.73901,-95.3916,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Valero,29.74493,-95.39167,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.77585,-95.39474,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Murphy Express,29.81148194,-95.42870087,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Shell,29.858686,-95.40277,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Exxon Company U S A,29.723148,-95.377845,servicestations,4,"Energy (Power, Fule, etc.)",Yelp
Energy Ogre,29.730312,-95.440683,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Discount Power,29.759144,-95.3676617,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.75437737,-95.36511993,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Griddy,29.9359,-95.41357,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Centerpoint Energy Houston,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation,29.757871,-95.367398,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Vista Energy Marketing,29.73406219,-95.39296722,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Frontier Utilities,29.7389963,-95.4736443,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Amigo Energy,29.7398283,-95.4672806,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Entrust Energy,29.75554189,-95.36163102,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Green Mountain Energy,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Infuse Energy,29.73144,-95.41021,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Direct Energy,29.7330728,-95.4357082,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Tara Energy,29.739294,-95.467438,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.76527214,-95.36576843,utilities,4,"Energy (Power, Fule, etc.)",Yelp
First Choice Power,29.73123932,-95.43492889,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Acacia Energy,29.66073,-95.56222,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Trusmart Energy,29.7345205,-95.4249075,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Discount Power,29.759144,-95.3676617,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.75437737,-95.36511993,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Griddy,29.9359,-95.41357,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Centerpoint Energy Houston,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation,29.757871,-95.367398,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Vista Energy Marketing,29.73406219,-95.39296722,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Frontier Utilities,29.7389963,-95.4736443,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Amigo Energy,29.7398283,-95.4672806,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Entrust Energy,29.75554189,-95.36163102,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Green Mountain Energy,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Infuse Energy,29.73144,-95.41021,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Direct Energy,29.7330728,-95.4357082,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Tara Energy,29.739294,-95.467438,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.76527214,-95.36576843,utilities,4,"Energy (Power, Fule, etc.)",Yelp
First Choice Power,29.73123932,-95.43492889,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Acacia Energy,29.66073,-95.56222,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Trusmart Energy,29.7345205,-95.4249075,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation Newenergy,29.75513763,-95.36322318,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.75437737,-95.36511993,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Griddy,29.9359,-95.41357,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Centerpoint Energy Houston,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation,29.757871,-95.367398,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Vista Energy Marketing,29.73406219,-95.39296722,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Frontier Utilities,29.7389963,-95.4736443,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Amigo Energy,29.7398283,-95.4672806,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Entrust Energy,29.75554189,-95.36163102,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Green Mountain Energy,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Infuse Energy,29.73144,-95.41021,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Direct Energy,29.7330728,-95.4357082,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Tara Energy,29.739294,-95.467438,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.76527214,-95.36576843,utilities,4,"Energy (Power, Fule, etc.)",Yelp
First Choice Power,29.73123932,-95.43492889,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Acacia Energy,29.66073,-95.56222,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Trusmart Energy,29.7345205,-95.4249075,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation Newenergy,29.75513763,-95.36322318,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Empire Utility Concierge,29.74354362,-95.30762482,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Griddy,29.9359,-95.41357,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Centerpoint Energy Houston,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation,29.757871,-95.367398,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Vista Energy Marketing,29.73406219,-95.39296722,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Frontier Utilities,29.7389963,-95.4736443,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Amigo Energy,29.7398283,-95.4672806,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Entrust Energy,29.75554189,-95.36163102,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Green Mountain Energy,29.75712,-95.36442,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Infuse Energy,29.73144,-95.41021,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Direct Energy,29.7330728,-95.4357082,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Tara Energy,29.739294,-95.467438,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Reliant Energy,29.76527214,-95.36576843,utilities,4,"Energy (Power, Fule, etc.)",Yelp
First Choice Power,29.73123932,-95.43492889,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Acacia Energy,29.66073,-95.56222,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Trusmart Energy,29.7345205,-95.4249075,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Constellation Newenergy,29.75513763,-95.36322318,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Empire Utility Concierge,29.74354362,-95.30762482,utilities,4,"Energy (Power, Fule, etc.)",Yelp
CENTERPOINT ENERGY ELECTRIC,29.83971,-95.32505,utilities,4,"Energy (Power, Fule, etc.)",Yelp
Infuse Energy,29.73144,-95.41021,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Bounce Energy,29.74875,-95.38309,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Payless Power Texas,32.77823,-96.79512,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Real Simple Energy,29.732208,-95.413544,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Bounce Energy,29.74875,-95.38309,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Payless Power Texas,32.77823,-96.79512,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Chariot Energy,29.73599,-95.46125,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Bounce Energy,29.74875,-95.38309,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Payless Power Texas,32.77823,-96.79512,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Bounce Energy,29.74875,-95.38309,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
Payless Power Texas,32.77823,-96.79512,electricitysuppliers,4,"Energy (Power, Fule, etc.)",Yelp
KPFT FM 90.1 Pacifica Radio,29.74308395,-95.38669586,radiostations,5,Communications,Yelp
KTSU 90.9 FM,29.72018293,-95.35937456,radiostations,5,Communications,Yelp
Houston Public Media News 88.7,29.726556,-95.338962,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,radiostations,5,Communications,Yelp
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.74308395,-95.38669586,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.74382591,-95.38779449,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,radiostations,5,Communications,Yelp
KBXX 97.9 The Box,29.73053,-95.44087,radiostations,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,radiostations,5,Communications,Yelp
CBS Sports Radio 650,29.73053,-95.44087,radiostations,5,Communications,Yelp
MIX 96.5 FM KHMX,29.7305298,-95.4408722,radiostations,5,Communications,Yelp
Khcb-Christian Radio,29.72666931,-95.41588593,radiostations,5,Communications,Yelp
U M W Scottish Rite Grand Ldg Af & Am of Texas,29.755975,-95.378974,radiostations,5,Communications,Yelp
Radio One,29.730221,-95.4408173,radiostations,5,Communications,Yelp
Kikk Am Business Radio,29.73053,-95.44087,radiostations,5,Communications,Yelp
SIGA Broadcasting,29.7943653,-95.4093895,radiostations,5,Communications,Yelp
KTSU 90.9 FM,29.72018293,-95.35937456,radiostations,5,Communications,Yelp
Houston Public Media News 88.7,29.726556,-95.338962,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,radiostations,5,Communications,Yelp
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.74308395,-95.38669586,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.74382591,-95.38779449,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,radiostations,5,Communications,Yelp
