Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline_name,Zipcode
Memorial Hermann Pearland Hospital,hospitals,Public Health,29.5637754,3,-95.3892216,Google,Health and medical,77584
CHI St. Luke's Health–Patients Medical Center,hospitals,Public Health,29.6412487,3,-95.1621433,Google,Health and medical,77505
Harris County Hospital District,hospitals,Public Health,29.7759964,3,-95.1762219,Google,Health and medical,77015
Memorial Hermann Convenient Care Center in Greater Heights,hospitals,Public Health,29.7744375,3,-95.3909486,Google,Health and medical,77007
Atrium Medical Center,hospitals,Public Health,29.6462964,3,-95.5882912,Google,Health and medical,77099
Red Oak Hospital,hospitals,Public Health,30.0257629,3,-95.4497886,Google,Health and medical,77090
UTMB Health League City Campus Hospital,hospitals,Public Health,29.481445,3,-95.098429,Google,Health and medical,77573
24 Hour Emergency Room - Convenient Care Center in Katy,emergencyrooms,Public Health,29.7035447,3,-95.7743496,Google,Health and medical,77450
St Michael's Emergency Rooms,emergencyrooms,Public Health,29.5975731,3,-95.6246038,Google,Health and medical,77478
Sublime Care Emergency Room,emergencyrooms,Public Health,30.070993,3,-95.455931,Google,Health and medical,77388
Excellence ER- East Houston,emergencyrooms,Public Health,29.807213,3,-95.1720049,Google,Health and medical,77049
Memorial Hermann Pearland Hospital Emergency Center,emergencyrooms,Public Health,29.5637754,3,-95.3892216,Google,Health and medical,77584
Houston Methodist Sugar Land Hospital Emergency Room,emergencyrooms,Public Health,29.5890748,3,-95.6311215,Google,Health and medical,77479
First Choice Emergency Room,emergencyrooms,Public Health,29.6780581,3,-95.1227185,Google,Health and medical,77505
Grace ER,emergencyrooms,Public Health,29.6375605,3,-95.2409023,Google,Health and medical,77075
Grand Parkway Emergency Center of OakBend Medical Center,emergencyrooms,Public Health,29.662322,3,-95.745185,Google,Health and medical,77407
First Choice Emergency Room,emergencyrooms,Public Health,29.539823,3,-95.534653,Google,Health and medical,77459
First Choice Emergency Room,emergencyrooms,Public Health,29.5588678,3,-95.3651748,Google,Health and medical,77584
First Choice Emergency Room,emergencyrooms,Public Health,29.5565973,3,-95.2663154,Google,Health and medical,77581
Houston Methodist Emergency Care Center in Sienna Plantation,emergencyrooms,Public Health,29.5435655,3,-95.5484187,Google,Health and medical,77459
Neighbors Emergency Center,emergencyrooms,Public Health,29.651265,3,-95.127923,Google,Health and medical,77505
Houston Methodist Emergency Care Center in Pearland,emergencyrooms,Public Health,29.5561866,3,-95.3986561,Google,Health and medical,77584
Clear Creek Emergency Room- A Village Emergency Center,emergencyrooms,Public Health,29.5134393,3,-95.0281461,Google,Health and medical,77565
Neighbors Emergency Center,emergencyrooms,Public Health,29.790274,3,-94.980362,Google,Health and medical,77521
Elite Care 24 Hour Emergency Room,emergencyrooms,Public Health,29.4718594,3,-95.0943326,Google,Health and medical,77573
UTMB Health Emergency Room - League City Campus,emergencyrooms,Public Health,29.4814868,3,-95.0977292,Google,Health and medical,77573
CHI St. Luke's Health–Springwoods Village Hospital: Emergency Room,emergencyrooms,Public Health,30.090422,3,-95.4491987,Google,Health and medical,77388
MedExpress Urgent Care,urgent_care,Public Health,29.8785433,3,-95.6550794,Google,Health and medical,77095
MedExpress Urgent Care,urgent_care,Public Health,29.8167059,3,-95.7698914,Google,Health and medical,77449
MedExpress Urgent Care,urgent_care,Public Health,29.6491618,3,-95.1720264,Google,Health and medical,77504
MedSpring Urgent Care - River Oaks,urgent_care,Public Health,29.7526381,3,-95.4035042,Google,Health and medical,77019
MedExpress Urgent Care,urgent_care,Public Health,29.5550322,3,-95.4025212,Google,Health and medical,77584
CareNow Urgent Care - Kingwood,urgent_care,Public Health,30.0697171,3,-95.2427567,Google,Health and medical,77339
MedSpring Urgent Care - Houston Heights,urgent_care,Public Health,29.7909718,3,-95.3981911,Google,Health and medical,77008
AFC Urgent Care West University,urgent_care,Public Health,29.7221279,3,-95.4421478,Google,Health and medical,77046
MedExpress Urgent Care,urgent_care,Public Health,29.7694488,3,-95.1853988,Google,Health and medical,77015
NextCare Urgent Care,urgent_care,Public Health,30.0690424,3,-95.2356266,Google,Health and medical,77339
CareNow Urgent Care - Cypress,urgent_care,Public Health,29.9101599,3,-95.6855146,Google,Health and medical,77095
CareNow Urgent Care - Friendswood,urgent_care,Public Health,29.5081169,3,-95.1870834,Google,Health and medical,77546
MedSpring Urgent Care - Memorial,urgent_care,Public Health,29.7698922,3,-95.5907013,Google,Health and medical,77079
AFC Urgent Care Richmond,urgent_care,Public Health,29.6517591,3,-95.7028356,Google,Health and medical,77407
Prime Urgent Care,urgent_care,Public Health,29.561621,3,-95.3864815,Google,Health and medical,77584
UTMB Health Urgent Care - Alvin,urgent_care,Public Health,29.4215984,3,-95.2247125,Google,Health and medical,77517
AFC Urgent Care Vintage,urgent_care,Public Health,29.9976313,3,-95.5761324,Google,Health and medical,77070
NextCare Urgent Care,urgent_care,Public Health,29.5466905,3,-95.1024961,Google,Health and medical,77058
CareNow Urgent Care - League City,urgent_care,Public Health,29.4657999,3,-95.0882998,Google,Health and medical,77573
Excel Urgent Care,urgent_care,Public Health,29.967153,3,-95.692573,Google,Health and medical,77429
Miller Funeral & Cremation Services,cremationservices,Fatality Management,29.6911957,3,-95.5231934,Google,Health and medical,77036
Family First Cremation Services,cremationservices,Fatality Management,30.073983,3,-95.410506,Google,Health and medical,77373
Houston Pet Cremation Services,cremationservices,Fatality Management,29.8996545,3,-95.4924388,Google,Health and medical,77086
Allen Dave Funeral Homes & Crematorium,cremationservices,Fatality Management,30.0029817,3,-95.4578369,Google,Health and medical,77090
"Neptune Society Cremation Service - Houston, TX",cremationservices,Fatality Management,29.7353546,3,-95.4104061,Google,Health and medical,77098
Smart Cremation,cremationservices,Fatality Management,29.7465721,3,-95.4735061,Google,Health and medical,77056
aCremation,cremationservices,Fatality Management,29.760036,3,-95.3621014,Google,Health and medical,77010
Advantage Funeral and Cremation Services,cremationservices,Fatality Management,29.703512,3,-95.4787232,Google,Health and medical,77081
Cremate Texas,cremationservices,Fatality Management,29.6567628,3,-95.2485947,Google,Health and medical,77587
Valued Cremation,cremationservices,Fatality Management,29.6464047,3,-95.4446567,Google,Health and medical,77045
Graceful Cremation,cremationservices,Fatality Management,30.014812,3,-95.442812,Google,Health and medical,77090
West University Cremation Services,cremationservices,Fatality Management,29.7232661,3,-95.4156572,Google,Health and medical,77005
Crespo & Jirrels Funeral and Cremation Services,cremationservices,Fatality Management,29.7911266,3,-94.9806535,Google,Health and medical,77521
Little Friends Pet Memorial,cremationservices,Fatality Management,29.7252786,3,-95.5158568,Google,Health and medical,77063
Navarre Funeral Home & Cremation Services,cremationservices,Fatality Management,29.8042523,3,-95.028721,Google,Health and medical,77562
"The Pet Loss Center of Houston | Pet Cremation, Pet Burial, Pet Memorialization",cremationservices,Fatality Management,29.7265265,3,-95.561974,Google,Health and medical,77042
Foster Landin Funeral & Cremation Services,cremationservices,Fatality Management,29.845134,3,-95.332548,Google,Health and medical,77093
Southeast Texas Crematory,cremationservices,Fatality Management,29.9682714,3,-95.4142917,Google,Health and medical,77073
Cherished Pet Cremations,cremationservices,Fatality Management,29.9659772,3,-95.5288267,Google,Health and medical,77069
Respectful Cremtions,cremationservices,Fatality Management,30.0672252,3,-95.2273837,Google,Health and medical,77339
Medical Center Shell,servicestations,Fuel,29.706535,4,-95.412963,Yelp,Energy,77030
Mobil,servicestations,Fuel,29.7623187,4,-95.467041,Yelp,Energy,77056
Kroger,servicestations,Fuel,29.77353477,4,-95.39037323,Yelp,Energy,77007
Houston Biodiesel,servicestations,Fuel,29.80334683,4,-95.41944075,Yelp,Energy,77008
Roberts Mobil Car Care Center,servicestations,Fuel,29.742008,4,-95.441978,Yelp,Energy,77027
Bounce Energy,utilities,Temporary Power,29.7331398,4,-95.4354701,Yelp,Energy,77046
Griddy,utilities,Temporary Power,29.9359,4,-95.41357,Yelp,Energy,77060
Kroger Fuel Center,servicestations,Fuel,29.78984915,4,-95.40992171,Yelp,Energy,77008
Shell Service Stations,servicestations,Fuel,29.73476,4,-95.3904699,Yelp,Energy,77006
Reliant Energy,utilities,Temporary Power,29.75437737,4,-95.36511993,Yelp,Energy,77010
Cullen and Polk Auto Service,servicestations,Fuel,29.73958,4,-95.3387,Yelp,Energy,77003
Discount Power,utilities,Temporary Power,29.759144,4,-95.3676617,Yelp,Energy,77201
Shell,servicestations,Fuel,29.72986412,4,-95.41809845,Yelp,Energy,77098
Kroger Fuel Center,servicestations,Fuel,29.6953222,4,-95.4154652,Yelp,Energy,77030
Energy Ogre,utilities,Temporary Power,29.7302941,4,-95.440683,Yelp,Energy,77046
Chevron,servicestations,Fuel,29.77639495,4,-95.42762347,Yelp,Energy,77007
Shell,servicestations,Fuel,29.7659586,4,-95.4095918,Yelp,Energy,77007
Centerpoint Energy Houston,utilities,Temporary Power,29.75712,4,-95.36442,Yelp,Energy,77010
Gulf,servicestations,Fuel,29.80635061,4,-95.42946872,Yelp,Energy,77008
Constellation,utilities,Temporary Power,29.757871,4,-95.367398,Yelp,Energy,77010
Amigo Energy,utilities,Temporary Power,29.7398283,4,-95.4672806,Yelp,Energy,77056
Entrust Energy,utilities,Temporary Power,29.75554189,4,-95.36163102,Yelp,Energy,77010
Weslayan Exxon,servicestations,Fuel,29.7280998,4,-95.4418488,Yelp,Energy,77046
Green Mountain Energy,utilities,Temporary Power,29.75712,4,-95.36442,Yelp,Energy,77010
Shell,servicestations,Fuel,29.73901,4,-95.3916,Yelp,Energy,77006
Kroger Fuel Center,servicestations,Fuel,29.8283844,4,-95.4317169,Yelp,Energy,77018
Mid-Town Chevron Service Station,servicestations,Fuel,29.73901,4,-95.39079,Yelp,Energy,77006
Vista Energy Marketing,utilities,Temporary Power,29.73406219,4,-95.39296722,Yelp,Energy,77006
Chevron,servicestations,Fuel,29.72960374,4,-95.44174846,Yelp,Energy,77046
Astrodome Texaco,servicestations,Fuel,29.694055,4,-95.414333,Yelp,Energy,77054
Direct Energy,utilities,Temporary Power,29.7330728,4,-95.4357082,Yelp,Energy,77046
Exxon Company U S A,servicestations,Fuel,29.723148,4,-95.377845,Yelp,Energy,77004
Shell,servicestations,Fuel,29.73129,4,-95.419111,Yelp,Energy,77098
Gulf,servicestations,Fuel,29.7422708,4,-95.3591546,Yelp,Energy,77003
Shell,servicestations,Fuel,29.72929,4,-95.42757,Yelp,Energy,77098
Katy Freeway Texaco,servicestations,Fuel,29.77672,4,-95.417488,Yelp,Energy,77007
Direct Energy,utilities,Temporary Power,29.73306727,4,-95.43542725,Yelp,Energy,77046
Little Buddy Convenience Store,servicestations,Fuel,29.78041077,4,-95.38220978,Yelp,Energy,77009
Chevron,servicestations,Fuel,29.7163353,4,-95.38132477,Yelp,Energy,77004
Citgo,servicestations,Fuel,29.69864566,4,-95.38655353,Yelp,Energy,77004
Heights Market,servicestations,Fuel,29.799232,4,-95.41190151,Yelp,Energy,77008
Valero,servicestations,Fuel,29.6919498,4,-95.4404221,Yelp,Energy,77025
Jensen Gas And Food,servicestations,Fuel,29.82834,4,-95.34225,Yelp,Energy,77093
Real Simple Energy,electricitysuppliers,Temporary Power,29.73223,4,-95.41345,Yelp,Energy,77098
Pilot Travel Center,servicestations,Fuel,29.80025,4,-95.26765,Yelp,Energy,77013
Infuse Energy,electricitysuppliers,Temporary Power,29.73144,4,-95.41021,Yelp,Energy,77098
Busy Bee,servicestations,Fuel,29.70112,4,-95.37165,Yelp,Energy,77021
Ekko Fuels & Oil,servicestations,Fuel,29.73197005,4,-95.46788098,Yelp,Energy,77027
Exxon Company U S A,servicestations,Fuel,29.7787,4,-95.28447,Yelp,Energy,77020
Texaco Dunlavy Mart,servicestations,Fuel,29.75739288,4,-95.40213013,Yelp,Energy,77019
Kroger Fuel Center,servicestations,Fuel,29.66920898,4,-95.46368591,Yelp,Energy,77096
Nomaan's Shell,servicestations,Fuel,29.84076309,4,-95.42928314,Yelp,Energy,77018
Chevron Stations,servicestations,Fuel,29.70276642,4,-95.30394745,Yelp,Energy,77087
Byrd's Svc,servicestations,Fuel,29.83386,4,-95.31921,Yelp,Energy,77028
MXenergy,servicestations,Fuel,29.76012,4,-95.3656,Yelp,Energy,77201
Cullen Mobil Et,servicestations,Fuel,29.655141,4,-95.355056,Yelp,Energy,77051
Shell Service Stations,servicestations,Fuel,29.77709,4,-95.29074,Yelp,Energy,77020
Almeda Food Store,servicestations,Fuel,29.68135071,4,-95.39348602,Yelp,Energy,77054
Love's Travel Stop,servicestations,Fuel,29.79747641,4,-95.36982779,Yelp,Energy,77009
Kirby Shell & Auto Repair,servicestations,Fuel,29.70649,4,-95.41797,Yelp,Energy,77030
Exxon,servicestations,Fuel,29.730657,4,-95.427787,Yelp,Energy,77046
Phillips 66 Company,servicestations,Fuel,29.80801,4,-95.44136,Yelp,Energy,77008
Studemont Shell,servicestations,Fuel,29.77585,4,-95.39474,Yelp,Energy,77007
Chevron,servicestations,Fuel,29.73137,4,-95.38233,Yelp,Energy,77006
Exxon,servicestations,Fuel,29.72518,4,-95.41816,Yelp,Energy,77098
Texaco,servicestations,Fuel,29.7601927,4,-95.3693896,Yelp,Energy,77201
Shell,servicestations,Fuel,29.65495142,4,-95.26381221,Yelp,Energy,77061
Murphy USA,servicestations,Fuel,29.78729893,4,-95.46642889,Yelp,Energy,77055
Chevron,servicestations,Fuel,29.74919,4,-95.37528,Yelp,Energy,77002
Citgo,servicestations,Fuel,29.77158461,4,-95.39672689,Yelp,Energy,77007
Jeffy's Exxon No 2,servicestations,Fuel,29.72746,4,-95.35029,Yelp,Energy,77003
Exxon,servicestations,Fuel,29.75715,4,-95.39266,Yelp,Energy,77019
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.7145684,4,-95.3157367,Yelp,Energy,77023
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.7751,4,-95.30146,Yelp,Energy,77020
Murphy Express,servicestations,Fuel,29.81148194,4,-95.42870087,Yelp,Energy,77008
Exxon Gas Station,servicestations,Fuel,29.76927939,4,-95.39202146,Yelp,Energy,77007
Shell,servicestations,Fuel,29.81488997,4,-95.45978297,Yelp,Energy,77092
Shell,servicestations,Fuel,29.84748829,4,-95.41160717,Yelp,Energy,77018
Valero,servicestations,Fuel,29.74160732,4,-95.37650847,Yelp,Energy,77002
Shell Gas Station,servicestations,Fuel,29.6727905,4,-95.2766571,Yelp,Energy,77017
Fuel Depot No Six,servicestations,Fuel,29.70314789,4,-95.27835083,Yelp,Energy,77012
Shepherd Shell,servicestations,Fuel,29.77828,4,-95.40915,Yelp,Energy,77007
Circle K,servicestations,Fuel,29.71607,4,-95.46835,Yelp,Energy,77401
CJs Shell,servicestations,Fuel,29.87074214,4,-95.31424563,Yelp,Energy,77016
Chevron,servicestations,Fuel,29.68954577,4,-95.45825578,Yelp,Energy,77401
Sunmart,servicestations,Fuel,29.84561157,4,-95.45902252,Yelp,Energy,77092
Chevron,servicestations,Fuel,29.74429096,4,-95.35761595,Yelp,Energy,77003
Tara Energy,utilities,Temporary Power,29.739294,4,-95.467438,Yelp,Energy,77056
Love's Travel Stop,servicestations,Fuel,29.79861717,4,-95.26907895,Yelp,Energy,77013
Shell,servicestations,Fuel,29.76884991,4,-95.38783347,Yelp,Energy,77007
Exxon Company U S A,servicestations,Fuel,29.80336189,4,-95.37158203,Yelp,Energy,77009
Exxon,servicestations,Fuel,29.71658261,4,-95.35421716,Yelp,Energy,77021
Chevron Station,servicestations,Fuel,29.70624733,4,-95.46754456,Yelp,Energy,77401
Shell,servicestations,Fuel,29.71379117,4,-95.38127902,Yelp,Energy,77004
Chevron,servicestations,Fuel,29.7555,4,-95.3616,Yelp,Energy,77010
Chevron Gas Station,servicestations,Fuel,29.754927,4,-95.336517,Yelp,Energy,77003
Exxon,servicestations,Fuel,29.77681175,4,-95.41840825,Yelp,Energy,77007
Shell Station,servicestations,Fuel,29.76102448,4,-95.41883087,Yelp,Energy,77007
Texaco,servicestations,Fuel,29.808192,4,-95.3177,Yelp,Energy,77026
Shell,servicestations,Fuel,29.70634,4,-95.34378,Yelp,Energy,77021
Shell,servicestations,Fuel,29.77366475,4,-95.31583907,Yelp,Energy,77020
Shell,servicestations,Fuel,29.80883388,4,-95.44270568,Yelp,Energy,77008
Valero,servicestations,Fuel,29.81702,4,-95.4360372,Yelp,Energy,77018
Exxon Star Stop,servicestations,Fuel,29.81359,4,-95.39997,Yelp,Energy,77008
Shell,servicestations,Fuel,29.74772,4,-95.37286,Yelp,Energy,77002
Coastal Express,servicestations,Fuel,29.68554306,4,-95.28992462,Yelp,Energy,77087
Citgo,servicestations,Fuel,29.7344,4,-95.419,Yelp,Energy,77098
Shell Woodridge,servicestations,Fuel,29.702375,4,-95.294708,Yelp,Energy,77087
Reed Mart,servicestations,Fuel,29.65738,4,-95.38598,Yelp,Energy,77051
Chevron,servicestations,Fuel,29.74675,4,-95.45574,Yelp,Energy,77027
Eastex Exxon Car Care Center,servicestations,Fuel,29.871175,4,-95.330734,Yelp,Energy,77093
Exxonmobil,servicestations,Fuel,29.8081658,4,-95.4551051,Yelp,Energy,77092
Monroe's Texaco,servicestations,Fuel,29.67233,4,-95.265487,Yelp,Energy,77017
Gulfway Quick Mart,servicestations,Fuel,29.67551,4,-95.26884,Yelp,Energy,77017
LifeEnergy,utilities,Temporary Power,29.7465703,4,-95.4576754,Yelp,Energy,77027
Trusmart Energy,utilities,Temporary Power,29.7345205,4,-95.4249075,Yelp,Energy,77098
Shell,servicestations,Fuel,29.73175154,4,-95.37577673,Yelp,Energy,77004
Shell,servicestations,Fuel,29.67984599,4,-95.40247589,Yelp,Energy,77054
Circle K,servicestations,Fuel,29.682523,4,-95.423146,Yelp,Energy,77025
First Choice Power,utilities,Temporary Power,29.73123932,4,-95.43492889,Yelp,Energy,77046
Citgo,servicestations,Fuel,29.74236492,4,-95.41103743,Yelp,Energy,77019
Shell,servicestations,Fuel,29.81241418,4,-95.41307212,Yelp,Energy,77008
Murphy,servicestations,Fuel,29.82003184,4,-95.425904,Yelp,Energy,77018
South Main Mobil Et,servicestations,Fuel,29.68496895,4,-95.42281342,Yelp,Energy,77025
Sunrise Fuel,servicestations,Fuel,29.80711,4,-95.26194,Yelp,Energy,77013
Phillips 66,servicestations,Fuel,29.69649,4,-95.41798,Yelp,Energy,77030
Citgo,servicestations,Fuel,29.695003,4,-95.301704,Yelp,Energy,77087
PowerFuel,servicestations,Fuel,29.66101,4,-95.277198,Yelp,Energy,77061
Exxon,servicestations,Fuel,29.74444435,4,-95.35739506,Yelp,Energy,77003
Continuum Energy,utilities,Temporary Power,29.754756,4,-95.369798,Yelp,Energy,77002
Shell,servicestations,Fuel,29.69135,4,-95.43967,Yelp,Energy,77025
Valero,servicestations,Fuel,29.72275,4,-95.37847,Yelp,Energy,77004
Zakaria Abdul,servicestations,Fuel,29.73644,4,-95.34746,Yelp,Energy,77003
Gasoline,servicestations,Fuel,29.73593,4,-95.34673,Yelp,Energy,77003
Chevron Service Station,servicestations,Fuel,29.69834725,4,-95.38765622,Yelp,Energy,77030
Murphy USA,servicestations,Fuel,29.828662,4,-95.3787383,Yelp,Energy,77022
Check Out,servicestations,Fuel,29.69648,4,-95.30125,Yelp,Energy,77087
Shell,servicestations,Fuel,29.74053,4,-95.45903,Yelp,Energy,77027
Exxon Company U S A Complete Auto Repar Twng Srvce,servicestations,Fuel,29.8133316,4,-95.42974854,Yelp,Energy,77008
Chevron Station Houston,servicestations,Fuel,29.681351,4,-95.393489,Yelp,Energy,77054
Star Stop,servicestations,Fuel,29.679394,4,-95.394182,Yelp,Energy,77054
Valero,servicestations,Fuel,29.65978,4,-95.31259,Yelp,Energy,77033
Shell,servicestations,Fuel,29.66392,4,-95.4636,Yelp,Energy,77096
Floyd's Premier Service Station,servicestations,Fuel,29.86344494,4,-95.44403806,Yelp,Energy,77091
Shell Gas station,servicestations,Fuel,29.716969,4,-95.461009,Yelp,Energy,77401
Electricity For Houston,utilities,Temporary Power,29.75609,4,-95.36807,Yelp,Energy,77002
Shell Gas Station,servicestations,Fuel,29.68414,4,-95.2776049,Yelp,Energy,77017
Shell,servicestations,Fuel,29.76072,4,-95.34905,Yelp,Energy,77003
Reliant Energy,utilities,Temporary Power,29.76527214,4,-95.36576843,Yelp,Energy,77201
Citgo,servicestations,Fuel,29.76527214,4,-95.36576843,Yelp,Energy,77201
Texaco,servicestations,Fuel,29.74757,4,-95.37042,Yelp,Energy,77002
Bounce Energy,electricitysuppliers,Temporary Power,29.74875,4,-95.38309,Yelp,Energy,77006
Shell,servicestations,Fuel,29.76908572,4,-95.38782721,Yelp,Energy,77007
Circle K,servicestations,Fuel,29.74493,4,-95.39167,Yelp,Energy,77006
Think Energy,utilities,Temporary Power,29.7452238,4,-95.4628497,Yelp,Energy,77056
Irvingston Shell,servicestations,Fuel,29.81337,4,-95.36166,Yelp,Energy,77022
Shell Service Stations,servicestations,Fuel,29.728153,4,-95.440757,Yelp,Energy,77046
Shell,servicestations,Fuel,29.7465,4,-95.44198,Yelp,Energy,77027
Circle K,servicestations,Fuel,29.71596,4,-95.45102,Yelp,Energy,77401
Exxon,servicestations,Fuel,29.70771476,4,-95.46839592,Yelp,Energy,77401
Payless Power Texas,electricitysuppliers,Temporary Power,32.7781601,4,-96.79540253,Yelp,Energy,75202
"Sun Coast Resources, Inc.",Fuel supplier,Fuel,29.8019436,4,-95.3045223,Google,Energy,77026
Apache Oil Company,Fuel supplier,Fuel,29.6649822,4,-95.164305,Google,Energy,77505
Moffitt Services,Fuel supplier,Fuel,30.0254865,4,-95.6964001,Google,Energy,77377
PE Fuels International,Fuel supplier,Fuel,29.7372033,4,-95.4613183,Google,Energy,77027
Premier Fuel Distributors,Fuel supplier,Fuel,29.7343162,4,-95.5006414,Google,Energy,77063
Dan Bunkering America Inc,Fuel supplier,Fuel,29.7776626,4,-95.5426161,Google,Energy,77024
Kinder Morgan Inc,Fuel supplier,Fuel,29.740558,4,-95.2500079,Google,Energy,77547
Kinder Morgan Inc,Fuel supplier,Fuel,29.7093435,4,-95.2504811,Google,Energy,77012
"Three L., Inc.",Fuel supplier,Fuel,29.633475,4,-95.405687,Google,Energy,77045
C&W Veloce Services Diesel Fuel Purification,Fuel supplier,Fuel,30.0481857,4,-95.57749,Google,Energy,77379
Relevant Fuel Solutions,Fuel supplier,Fuel,29.9981702,4,-95.3847595,Google,Energy,77073
Petroleum Services,Fuel supplier,Fuel,29.8673796,4,-95.5510487,Google,Energy,77040
Global Fuels,Fuel supplier,Fuel,29.6009475,4,-95.6373269,Google,Energy,77478
Bay Oil Co,Fuel supplier,Fuel,29.4610391,4,-95.0585645,Google,Energy,77573
Petroleum Express Inc.,Fuel supplier,Fuel,29.7677838,4,-95.2504601,Google,Energy,77029
World Energy,Fuel supplier,Fuel,29.7325268,4,-95.2186925,Google,Energy,77547
Lazer Energy Co Inc,Fuel supplier,Fuel,29.6270839,4,-95.2583947,Google,Energy,77075
"SGR Energy, Inc.",Fuel supplier,Fuel,29.9942029,4,-95.485678,Google,Energy,77068
Martin Energy Services,Fuel supplier,Fuel,29.7462173,4,-95.1227159,Google,Energy,77530
Diesel Fuel Maintenance Inc,Fuel supplier,Fuel,29.664763,4,-95.0356879,Google,Energy,77571
Colonial Pipeline Company,colonial pipeline,Fuel,29.7192387,4,-95.1827378,Google,Energy,77503
Colonial Pipeline Co,colonial pipeline,Fuel,29.8882395,4,-95.106536,Google,Energy,77044
Texican Natural Gas Co,gas company,Fuel,29.7576147,4,-95.3703659,Google,Energy,77002
Contango Oil & Gas Co,gas company,Fuel,29.7616891,4,-95.3642277,Google,Energy,77201
Matheson,gas company,Fuel,29.6329724,4,-95.5630421,Google,Energy,77477
Penn Virginia Oil & Gas LP,gas company,Fuel,29.7862596,4,-95.6649712,Google,Energy,77094
Oklahoma Natural Gas Co,gas company,Fuel,29.9465527,4,-95.4212707,Google,Energy,77060
Cico Oil & Gas Co,gas company,Fuel,29.7584265,4,-95.4797847,Google,Energy,77056
KERR-MCGEE OIL & GAS ONSHORE LLC,gas company,Fuel,29.9423612,4,-95.4023672,Google,Energy,77060
AB Gas Company,gas company,Fuel,29.804407,4,-95.467516,Google,Energy,77092
Apache Corporation,gas company,Fuel,29.7446867,4,-95.4616308,Google,Energy,77056
GE Oil & Gas,gas company,Fuel,29.873989,4,-95.5670606,Google,Energy,77041
Northern Natural Gas,gas company,Fuel,29.757349,4,-95.3719384,Google,Energy,77002
CDM Max LLC,gas company,Fuel,29.7573519,4,-95.3718504,Google,Energy,77002
Cabot Oil & Gas Corporation,gas company,Fuel,29.7780314,4,-95.5427867,Google,Energy,77080
Eagle Ford Oil & Gas,gas company,Fuel,29.5455522,4,-95.1032851,Google,Energy,77058
Carrizo Oil & Gas Inc,gas company,Fuel,29.7576539,4,-95.3705237,Google,Energy,77002
Superior Natural Gas Corporation,gas company,Fuel,29.757703,4,-95.3688423,Google,Energy,77002
Marubeni Oil & Gas USA Inc,gas company,Fuel,29.7776341,4,-95.6188252,Google,Energy,77079
Hew-Tex Oil & Gas Corporation,gas company,Fuel,29.7283,4,-95.575594,Google,Energy,77042
Florida Gas Transmission Co,gas company,Fuel,29.7392337,4,-95.4634689,Google,Energy,77027
Choice Natural Gas LP,gas company,Fuel,29.7497206,4,-95.4648025,Google,Energy,77056
Schneider Electric,Electrical equipment supplier,Temporary Power,29.9421357,4,-95.5063357,Google,Energy,77066
ERCO Electrical Redesign Co,Electrical equipment supplier,Temporary Power,29.758326,4,-95.316828,Google,Energy,77020
Clayton Control Systems,Electrical equipment supplier,Temporary Power,29.8652739,4,-95.4940165,Google,Energy,77040
Sunbelt Rentals Power & HVAC,Electrical equipment supplier,Temporary Power,29.707655,4,-95.221064,Google,Energy,77506
"Kaman Automation, Inc.",Electrical equipment supplier,Temporary Power,29.940484,4,-95.5220223,Google,Energy,77064
"Siemens Energy, Inc.",Electrical equipment supplier,Temporary Power,29.7794042,4,-95.625591,Google,Energy,77079
Source IEx,Electrical equipment supplier,Temporary Power,30.054655,4,-95.43992,Google,Energy,77388
Powell Industries,Electrical equipment supplier,Temporary Power,29.650802,4,-95.296544,Google,Energy,77061
Powell Industries Corporate Division,Electrical equipment supplier,Temporary Power,29.644837,4,-95.253682,Google,Energy,77061
Wildcat Electric Supply Ltd,Electrical equipment supplier,Temporary Power,29.7596973,4,-95.314008,Google,Energy,77020
ECP Solutions,Electrical equipment supplier,Temporary Power,29.7484372,4,-95.3421245,Google,Energy,77003
Power Up Surplus Inc,Electrical equipment supplier,Temporary Power,29.6265094,4,-95.2738742,Google,Energy,77075
Power Temp Systems Inc,Electrical equipment supplier,Temporary Power,29.9353142,4,-95.365511,Google,Energy,77060
Griffin Machine Works LLC - Oil Field Equipment and Electrical Blueprints in Houston TX,Electrical equipment supplier,Temporary Power,29.8573776,4,-95.5591626,Google,Energy,77041
Industrial Equipment Co,Electrical equipment supplier,Temporary Power,29.692242,4,-95.3267168,Google,Energy,77087
Volta LLC,Electrical equipment supplier,Temporary Power,29.9473039,4,-95.4494568,Google,Energy,77067
Live Line Electrical Safety Services,Electrical equipment supplier,Temporary Power,29.5772576,4,-95.285702,Google,Energy,77581
"Electrical & HVAC Supply, LLC.",Electrical equipment supplier,Temporary Power,29.7049069,4,-95.5756326,Google,Energy,77072
"IES - Industrial Electronic Supply, Inc.",Electrical equipment supplier,Temporary Power,29.8564565,4,-95.5254954,Google,Energy,77040
"M&J Electrical Supply, Inc",Electrical equipment supplier,Temporary Power,29.8660909,4,-95.4102331,Google,Energy,77091
Fry Road Substation,Electrical substation,Power,29.9136685,4,-95.7261744,Google,Energy,77433
Substation Services Inc,Electrical substation,Power,29.5625328,4,-95.3078881,Google,Energy,77581
